M01,M02,M03,M04,M05,M06,M07,M08,M09,M010,M011,M012,M013,M014,M015,M016,M017,M018,M019,M020,M021,M022,M023,M024,M025,M026,M027,M028,M029,M030,M031,M032,M033,M034,M035,M036,M037,M038,M039,M040,M041,M042,M043,M044,M045,M046,M047,M048,M049,M050,M051,M052,M053,M054,M055,M056,M057,M058,M059,M060,M061,M062,M063,M064,M065,M066,M067,M068,M069,M070,M071,M072,M073,M074,M075,M076,M077,M078,M079,M080,M081,M082,M083,M084,M085,M086,M087,M088,M089,M090,M091,M092,M093,M094,M095,M096,M097,M098,M099,M0100
gene  29,3.03342375548695,2.94694327069783,3.20844135643857,3.10209052551184,0,3.08635983067475,0,0,2.93399316383124,2.97358962342726,3.12872228433843,3.20248831706009,3.13956426617585,0,3.00432137378264,3.16375752398196,3.27508089845686,3.14457420760962,3.12710479836481,3.09447112864164,2.80208925788173,0,2.95375969173323,3.02612451674545,0,0,0,3.16046853111904,0,3.04766419460156,0,0,3.17522180034305,3.09691001300806,2.87794695162919,0,3.00518051250378,0,0,0,3.19534605834842,3.17695898058691,0,2.95085145888855,3.1296898921993,3.20655604409903,2.97034687623009,0,0,2.97034687623009,0,3.03782475058834,3.16375752398196,0,2.97034687623009,2.85247999363686,3.18098558078673,2.88024177589548,3.19117145572856,2.88138465677057,3.01452053875792,0,0,3.08564728829686,0,3.04178731897175,2.97266559226611,3.08350261983027,0,3.05115252244738,3.25767857486918,3.18808437371494,0,3.03742649794062,0,0,3.04414762087872,2.91169015875386,2.8842287696326,2.97358962342726,3.16494737262184,3.07518185461869,3.24229290498293,3.09551804232315,3.15503222879097,0,3.0920184707528,0,3.26974637313077,0,0,0,2.95999483832842,2.99869515831166,3.06707085604537,2.94596070357757,3.06595298031387,3.15442397311465,0,3.04727486738418
gene  30,0,0,0,0,0,0,0.602059991327962,0,0,0,1,0,0.698970004336019,0.778151250383644,0,0,0,0,0.477121254719662,0,0,0,0.477121254719662,1.07918124604762,0,0,0,0,0.698970004336019,0.845098040014257,0.778151250383644,0.301029995663981,0,0,0,0.477121254719662,0,0,0,0,0,0,0,0.602059991327962,0,0,0,0,0.602059991327962,0,0.301029995663981,0.778151250383644,0,0.778151250383644,0,0.301029995663981,0.903089986991944,0,0,0,0,0,0,0,0.301029995663981,0.903089986991944,0.301029995663981,1,0,0.602059991327962,0,0,0,0,0.301029995663981,0.602059991327962,0.778151250383644,0.602059991327962,0,0,0,0,0,0,0.698970004336019,0,0.903089986991944,0,0,0.698970004336019,1,0.301029995663981,0.301029995663981,0.698970004336019,0,0,0,0,0,0
gene  31,1.34242268082221,0,0,0,0,1.51851393987789,1.49136169383427,1.36172783601759,1.49136169383427,0,1.5910646070265,0,1.36172783601759,1.30102999566398,1.25527250510331,0,0,1.23044892137827,0,1.6232492903979,1.14612803567824,1.20411998265592,1.39794000867204,0,0,1.17609125905568,1.6232492903979,1.38021124171161,1.43136376415899,1.30102999566398,0,1.47712125471966,0,0,1.36172783601759,0,1.17609125905568,0,0,1.61278385671974,0,0,0,0,1.60205999132796,0,0,0,1.47712125471966,1.23044892137827,1.50514997831991,0,1.20411998265592,0,0,0,1.51851393987789,0,1.32221929473392,1.27875360095283,0,0,1.27875360095283,0,0,1.55630250076729,1.38021124171161,0,1.20411998265592,1.54406804435028,1.39794000867204,1.17609125905568,1.47712125471966,0,1.65321251377534,1.34242268082221,1.47712125471966,1.54406804435028,1.23044892137827,1.41497334797082,1.81291335664286,1.77085201164214,0,1.38021124171161,0,1.34242268082221,1.49136169383427,1.44715803134222,0,1.36172783601759,0,1.38021124171161,1.04139268515822,0,1.44715803134222,1.41497334797082,0,1.69019608002851,1.20411998265592,0
gene  32,0.903089986991944,0,1.07918124604762,0,1.04139268515822,1,0.698970004336019,1.27875360095283,0,1,0,1,1,0.698970004336019,0,0,0.903089986991944,0,0,0,0,0.845098040014257,1.07918124604762,0,0.602059991327962,0.903089986991944,0,0,1.20411998265592,0,1.04139268515822,0,0,0,1.11394335230684,1,0.845098040014257,0,1.04139268515822,0.602059991327962,1,0,1.25527250510331,0,1.04139268515822,1.04139268515822,0.301029995663981,0,0,0,0,0,0.903089986991944,0,0,0,1.27875360095283,1.30102999566398,0,0,0.602059991327962,0.778151250383644,0.301029995663981,0,0,0.778151250383644,0,0.845098040014257,0.778151250383644,0.698970004336019,1.11394335230684,0.778151250383644,0,1.14612803567824,0,1.17609125905568,0,0,0.845098040014257,0,1.11394335230684,0,0.903089986991944,0,1.27875360095283,1,0,1.04139268515822,0,0,0.954242509439325,0,0,0,0,0,0.903089986991944,0,0.778151250383644,0
gene  33,1.04139268515822,0,0.602059991327962,1,1.61278385671974,1.38021124171161,0,0,0.698970004336019,0,1.27875360095283,0,0.778151250383644,1.25527250510331,0,0,1.11394335230684,1,0,1.49136169383427,0,1.44715803134222,1.30102999566398,1,1.17609125905568,0,0,0,0,1.20411998265592,0,0,0,1.20411998265592,0,1.46239799789896,0,0,1.20411998265592,0,1.41497334797082,1.30102999566398,0,0,0.903089986991944,0,0,0,1.17609125905568,1.11394335230684,0,1,0,1.11394335230684,0,0.778151250383644,1.20411998265592,1.14612803567824,1.51851393987789,1.17609125905568,0,0,0,1,1,0,0.778151250383644,1.14612803567824,0,0.954242509439325,0,1.32221929473392,0.845098040014257,0,1.04139268515822,0,0,0,0,1.23044892137827,1.39794000867204,0,1.25527250510331,1.25527250510331,1.46239799789896,1.55630250076729,1.41497334797082,0.778151250383644,0,0,1.32221929473392,0,1.07918124604762,0,1.11394335230684,0,1.30102999566398,1.32221929473392,0,0.954242509439325
gene  34,0,0,1.17609125905568,1.25527250510331,1,0,1.38021124171161,1.60205999132796,1.44715803134222,1.27875360095283,0.845098040014257,1.43136376415899,1.30102999566398,0,1.04139268515822,1.44715803134222,0,1.23044892137827,0.954242509439325,1.04139268515822,1.36172783601759,0.778151250383644,0,0,0,1.11394335230684,1.23044892137827,0.903089986991944,0.954242509439325,1.25527250510331,0,0,1.5910646070265,1.20411998265592,1.23044892137827,0,1.07918124604762,0.954242509439325,1.39794000867204,0,1.44715803134222,1.34242268082221,1.04139268515822,0.845098040014257,0,1.11394335230684,0,0,1.30102999566398,1.27875360095283,1,0.845098040014257,0,0,1.04139268515822,0,1.25527250510331,1.14612803567824,0,0,0,0,0,1.20411998265592,1.11394335230684,1.30102999566398,0,1.27875360095283,0.954242509439325,0,0,0,0.954242509439325,1.11394335230684,1.32221929473392,1,0,0,1.27875360095283,0,0,0,1,1.07918124604762,0.301029995663981,1.20411998265592,0,0,1.27875360095283,0,1.25527250510331,0,1,0,1.11394335230684,1.04139268515822,0,0,0.845098040014257,1.25527250510331
gene  35,0,0.954242509439325,1.07918124604762,1.36172783601759,0.845098040014257,1.39794000867204,0,0,1.49136169383427,0,1.04139268515822,1.23044892137827,0,0,0,0.954242509439325,1.39794000867204,0,1.34242268082221,0,1.20411998265592,1.32221929473392,1.30102999566398,0,0,1.25527250510331,0,1.07918124604762,1.49136169383427,0,0,0,1.27875360095283,1.23044892137827,1,1.23044892137827,0,1.36172783601759,1.55630250076729,0,1.6232492903979,0,0,1.20411998265592,1.25527250510331,0,1.46239799789896,0,1.27875360095283,0,1.04139268515822,0.903089986991944,1.32221929473392,1.55630250076729,0,0,0,1.39794000867204,1.36172783601759,0,1.07918124604762,0,0.845098040014257,1.17609125905568,1.17609125905568,1.32221929473392,0,0,1.23044892137827,1.11394335230684,1.6232492903979,0,0,0,1.20411998265592,1.32221929473392,0,0,0,1.23044892137827,1.14612803567824,0,1.27875360095283,0,0,0,0,1.20411998265592,1.51851393987789,0,1.38021124171161,1.30102999566398,1,0,1.23044892137827,0,0,0,0,0
gene  36,1.57978359661681,0,0,1.04139268515822,0,1.5910646070265,0,1.41497334797082,0,0,0,0,1.49136169383427,0,0,0,0.301029995663981,0.778151250383644,0,0.698970004336019,0,0,1.27875360095283,0,1.47712125471966,0.602059991327962,1.69019608002851,0.954242509439325,0.477121254719662,1.47712125471966,0,0,1.50514997831991,1.47712125471966,0,0.301029995663981,1.38021124171161,0,0.301029995663981,1.60205999132796,1.55630250076729,0,1.53147891704226,0.301029995663981,0,0,0.301029995663981,1.53147891704226,1.51851393987789,0,1.39794000867204,0.778151250383644,0.301029995663981,0,0,1.25527250510331,0,0,1.46239799789896,0,0,0.477121254719662,1.46239799789896,0.301029995663981,0,0,0,0.477121254719662,0,1.36172783601759,0,0,1.50514997831991,0,1.53147891704226,1.44715803134222,1.39794000867204,1.49136169383427,1,0.845098040014257,1.47712125471966,0.698970004336019,0.845098040014257,0,0,0,0.301029995663981,1.49136169383427,1.63346845557959,1.32221929473392,0,1.44715803134222,0,0,0,0,0,0,1.53147891704226,0
gene  37,0,0.301029995663981,0.778151250383644,0,0,0,0.778151250383644,0.477121254719662,0,0.301029995663981,0.903089986991944,0.477121254719662,0,0.602059991327962,0,0,0.477121254719662,0,0,0.301029995663981,0,0.602059991327962,0.477121254719662,0,0,0,0.845098040014257,0.301029995663981,0.698970004336019,0,0,0,0,0,0,0,0,0.477121254719662,0.301029995663981,0,0,0,0.778151250383644,0,0,0.602059991327962,0,0,0.778151250383644,0.477121254719662,0.301029995663981,0.602059991327962,0,0,0.477121254719662,0.301029995663981,0,0,0,0,0,0.301029995663981,0,0.778151250383644,0,0,0,0.301029995663981,0,0,0.698970004336019,0.301029995663981,0,0.477121254719662,0.301029995663981,0,0,0.477121254719662,0,0,0.698970004336019,0.602059991327962,0,0,0,0.477121254719662,0,0,0.301029995663981,0,0,0.477121254719662,0,0,0,0.477121254719662,0,0,0,0
gene  38,0,0,0,1.74036268949424,1.50514997831991,1.70757017609794,1.73239375982297,0,0,1.64345267648619,1.49136169383427,1.74036268949424,0,1.56820172406699,1.57978359661681,1.54406804435028,0,0,0,1.69019608002851,0,1.78532983501077,0,0,1.7160033436348,1.69897000433602,1.79934054945358,1.43136376415899,0,0,0,0,1.74036268949424,0,1.67209785793572,0,0,1.34242268082221,1.53147891704226,1.72427586960079,0,1.61278385671974,1.5910646070265,1.41497334797082,1.70757017609794,1.68124123737559,1.41497334797082,1.68124123737559,1.50514997831991,1.67209785793572,0,0,1.53147891704226,0,1.49136169383427,0,1.6232492903979,0,1.74036268949424,0,1.76342799356294,0,1.74036268949424,1.63346845557959,0,0,0,1.41497334797082,0,1.11394335230684,0,1.66275783168157,0,0,1.46239799789896,1.56820172406699,1.54406804435028,1.30102999566398,1.50514997831991,0,0,1.53147891704226,0,0,1.5910646070265,0,1.46239799789896,1.50514997831991,0,0,1.63346845557959,1.74036268949424,1.54406804435028,1.55630250076729,1.43136376415899,0,1.64345267648619,1.55630250076729,1.38021124171161,1.57978359661681
gene  39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.477121254719662,0.301029995663981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.301029995663981,0,0.301029995663981,0,0,0,0.301029995663981,0,0,0,0.477121254719662,0,0,0,0.477121254719662,0,0.301029995663981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gene  40,1.6232492903979,1.56820172406699,1.67209785793572,1.81954393554187,0,2.01703333929878,0,0,2.06069784035361,0,0,1.94939000664491,1.61278385671974,1.85125834871908,1.91381385238372,1.78532983501077,0,0,1.54406804435028,0,1.32221929473392,1.43136376415899,0,1.84509804001426,1.43136376415899,0,1.76342799356294,0,0,1.47712125471966,1.79239168949825,0,1.65321251377534,1.70757017609794,1.88649072517248,1.86332286012046,0,0,0,0,0,1.57978359661681,1.79239168949825,1.65321251377534,1.90308998699194,0,1.75587485567249,0,1.57978359661681,0,1.5910646070265,0,0,0,1.90308998699194,1.5910646070265,0,0,1.97772360528885,0,0,0,1.81291335664286,0,0,1.76342799356294,2.00432137378264,0,1.66275783168157,1.27875360095283,1.86332286012046,0,0,1.73239375982297,1.67209785793572,0,1.51851393987789,1.74036268949424,0,0,0,1.86923171973098,1.90848501887865,1.57978359661681,0,0,1.89209460269048,0,0,2.02530586526477,1.63346845557959,1.78532983501077,0,1.56820172406699,0,1.7481880270062,0,1.79934054945358,1.68124123737559,0
gene  41,0,0,0,0,0,0,1.27875360095283,0.778151250383644,0,0,1.32221929473392,0.477121254719662,1.04139268515822,1,1,0.845098040014257,0.903089986991944,0,0,0,0.778151250383644,0,0.698970004336019,0,0,0,1.25527250510331,0.477121254719662,0.477121254719662,0,0.845098040014257,0.954242509439325,0,0,0.477121254719662,0.698970004336019,0.301029995663981,0,0,1.14612803567824,0,0,1.07918124604762,0.778151250383644,0,0,0,0,0,0,0.845098040014257,0.845098040014257,0.301029995663981,1.25527250510331,1,0,0.778151250383644,0,0,0,1.04139268515822,0.477121254719662,1.32221929473392,0.477121254719662,0,0,1.07918124604762,0,1,0,0.698970004336019,1.04139268515822,0,0,0.698970004336019,0,0.778151250383644,0.602059991327962,0,0.301029995663981,1.25527250510331,0,0.602059991327962,0,0.477121254719662,1.07918124604762,0.602059991327962,0.698970004336019,0,1.14612803567824,1.25527250510331,1,1.04139268515822,0.778151250383644,0,0.602059991327962,0.778151250383644,1.07918124604762,0,0
gene  42,0,0,0.602059991327962,0.602059991327962,0,0,0.602059991327962,0,0,0,0.698970004336019,0,0.477121254719662,0,0,0,0,0.301029995663981,0,0,0,0.698970004336019,0.301029995663981,0,0.602059991327962,0,0.903089986991944,0,0.301029995663981,0.954242509439325,1.11394335230684,0.477121254719662,0.698970004336019,0,0.301029995663981,0,0.602059991327962,1.07918124604762,0.845098040014257,0.698970004336019,0.698970004336019,0,0.845098040014257,0,0.477121254719662,0,0,0.477121254719662,0,1.07918124604762,0,0,0,0,0.778151250383644,0,0,0.477121254719662,0.954242509439325,0.301029995663981,0,0,0,1.07918124604762,0,0,0,0.778151250383644,0,0.602059991327962,0.845098040014257,1.04139268515822,0.477121254719662,0.301029995663981,0,0.301029995663981,0,0,0,0.301029995663981,0,0.845098040014257,0,0,0.477121254719662,0,0.903089986991944,0,0,0,0.477121254719662,0,0,0.778151250383644,0.845098040014257,0.602059991327962,0,0.477121254719662,0.301029995663981,1.14612803567824
gene  43,0,1.07918124604762,0,1.23044892137827,0.845098040014257,1.20411998265592,1,0.903089986991944,0,0,0,0,0,1.34242268082221,1.04139268515822,0.954242509439325,0,1.27875360095283,0,1.27875360095283,0.778151250383644,0,1.25527250510331,1,0,0.903089986991944,0,0.954242509439325,1.07918124604762,0,0,1.36172783601759,1.34242268082221,0,1.11394335230684,0,1.14612803567824,0.698970004336019,0,1.51851393987789,1.20411998265592,0,0,0,0,1,0,1.07918124604762,0,0,0,0,0,1.27875360095283,0.698970004336019,0.477121254719662,1.07918124604762,0,0,1.04139268515822,0,1.07918124604762,0,0,0.778151250383644,0,0,1.04139268515822,0,1.11394335230684,1.38021124171161,0,0,1.27875360095283,0,1.04139268515822,1.07918124604762,1.32221929473392,0,1.07918124604762,1.41497334797082,0,1.17609125905568,0,0,1.07918124604762,0,0,1.34242268082221,1.20411998265592,0,1.11394335230684,0,0,1.23044892137827,1.07918124604762,1.38021124171161,1.23044892137827,0,1
gene  44,1.75587485567249,1.73239375982297,0,0,0,1.69019608002851,1.68124123737559,1.51851393987789,0,0,0,0,0,1.66275783168157,1.27875360095283,0,0,0,1.73239375982297,1.47712125471966,0,0,1.51851393987789,1.5910646070265,0,0,1.89209460269048,0,1.6232492903979,0,1.51851393987789,1.77085201164214,0,1.74036268949424,1.49136169383427,0,1.47712125471966,0,1.55630250076729,1.80617997398389,0,2,0,1.38021124171161,0,0,0,1.93951925261862,1.77815125038364,0,1.56820172406699,0,0,0,1.41497334797082,0,1.74036268949424,1.61278385671974,0,0,1.57978359661681,0,1.69019608002851,1.64345267648619,1.7160033436348,0,1.67209785793572,1.60205999132796,0,1.72427586960079,1.78532983501077,1.75587485567249,0,1.55630250076729,1.68124123737559,1.51851393987789,0,0,0,1.67209785793572,0,1.57978359661681,1.77085201164214,0,1.78532983501077,0,1.69897000433602,0,1.75587485567249,0,1.68124123737559,1.65321251377534,0,0,1.80617997398389,1.53147891704226,0,0,0,1.72427586960079
gene  45,0,1.60205999132796,1.60205999132796,0,1.77815125038364,0,1.60205999132796,2.12057393120585,1.7160033436348,0,1.90848501887865,1.75587485567249,1.77085201164214,0,0,0,1.88649072517248,1.96378782734556,1.85733249643127,0,1.60205999132796,0,0,0,0,0,0,1.93449845124357,1.74036268949424,1.88081359228079,0,1.85733249643127,1.89209460269048,0,0,1.51851393987789,1.79934054945358,0,0,0,1.90308998699194,1.77815125038364,0,1.82607480270083,0,1.98227123303957,1.54406804435028,0,0,0,0,0,0,0,1.84509804001426,1.11394335230684,0,1.93449845124357,0,0,1.90848501887865,0,0,1.43136376415899,1.53147891704226,0,0,1.55630250076729,1.81291335664286,1.82607480270083,0,1.66275783168157,1.47712125471966,0,1.72427586960079,0,0,0,1.64345267648619,0,2.06069784035361,1.7160033436348,0,0,0,0,0,0,1.72427586960079,1.93449845124357,1.79934054945358,1.89209460269048,1.41497334797082,1.8750612633917,0,0,1.83884909073726,0,0,1.69019608002851
gene  46,0,0,0,1.76342799356294,1.77815125038364,0,1.99563519459755,0,0,1.82607480270083,2.12057393120585,1.95904139232109,0,2.02118929906994,0,1.73239375982297,1.93449845124357,0,0,0,1.47712125471966,2.09342168516224,1.93449845124357,0,0,0,2.16136800223497,1.79934054945358,0,1.85733249643127,1.88649072517248,2.04921802267018,0,2,0,0,1.89209460269048,0,0,1.88649072517248,0,0,0,0,2.02118929906994,2.00860017176192,0,2.08278537031645,0,1.84509804001426,0,0,0,1.8750612633917,1.89209460269048,0,0,1.99122607569249,2.00432137378264,0,1.7160033436348,1.81291335664286,0,0,0,2.01703333929878,1.6232492903979,0,1.98677173426624,1.86923171973098,2.05690485133647,0,1.81954393554187,0,0,0,1.83884909073726,0,1.76342799356294,0,1.93951925261862,0,0,1.93951925261862,0,0,1.98677173426624,0,0,0,0,1.89209460269048,1.79239168949825,0,1.7160033436348,1.74036268949424,0,0,1.92941892571429,0
gene  47,0,0,1.11394335230684,1.07918124604762,0.778151250383644,0,0,0,1.25527250510331,1.25527250510331,0,0,1.07918124604762,1.23044892137827,1.25527250510331,1.14612803567824,1.30102999566398,0.903089986991944,0,0,0.845098040014257,0,0,0,1.11394335230684,0,0,1.07918124604762,1.20411998265592,1.27875360095283,0,1.11394335230684,0,0,1.23044892137827,0.903089986991944,0,1.27875360095283,0.954242509439325,1.11394335230684,0,1.36172783601759,1.46239799789896,0,1.04139268515822,0,0.778151250383644,0,0,0,1.04139268515822,0,1,0,0,0.477121254719662,0,0,0,0,0,0.602059991327962,0,0.903089986991944,1.30102999566398,0,0,0.954242509439325,1.27875360095283,1.32221929473392,1.57978359661681,0,0,0,0.903089986991944,1,0,0,0.845098040014257,0,1.04139268515822,0,1.20411998265592,1.38021124171161,1,0,0,1.17609125905568,1.14612803567824,1.23044892137827,0,0,0.698970004336019,1.17609125905568,0.954242509439325,1.07918124604762,1.27875360095283,0,0.954242509439325,0
gene  48,0.477121254719662,0.477121254719662,0,0,0,0,0,0,0.301029995663981,0,0,0,0.778151250383644,0.602059991327962,0,0.301029995663981,0,0,0,0,0,0.903089986991944,0,0,0.301029995663981,0.477121254719662,0.778151250383644,0,0,0,0,0.477121254719662,0,0.602059991327962,0,0.301029995663981,0,0,0.301029995663981,0,0,0,0,0,0,0.698970004336019,0,1.11394335230684,0.301029995663981,0.301029995663981,0.301029995663981,0.301029995663981,0,0,0,0,0,0.477121254719662,0,0,0,0,0.602059991327962,0.602059991327962,0,0,0.845098040014257,0,0,0.778151250383644,0,0.301029995663981,0,0,0.301029995663981,0.845098040014257,0,0,0,0,0,0,0.778151250383644,0.602059991327962,0.301029995663981,0,0,0.301029995663981,0.778151250383644,0.301029995663981,0,0,0,0.477121254719662,0,0,0,0,0,0
gene  49,0,0,1.47712125471966,1.53147891704226,1.46239799789896,1.66275783168157,0,1.50514997831991,0,1.30102999566398,0,0,0,0,1.46239799789896,0,0,0,0,1.5910646070265,0,1.57978359661681,0,1.51851393987789,1.64345267648619,1.50514997831991,0,1.54406804435028,1.51851393987789,0,0,1.72427586960079,0,1.69897000433602,0,0,0,1.39794000867204,0,0,1.57978359661681,0,0,1.34242268082221,1.53147891704226,1.74036268949424,0,1.66275783168157,0,1.53147891704226,0,1.55630250076729,1.73239375982297,1.69897000433602,0,1.41497334797082,1.74036268949424,0,0,1.67209785793572,0,0,1.44715803134222,1.64345267648619,0,0,1.60205999132796,0,0,0,1.65321251377534,1.34242268082221,0,1.57978359661681,0,1.50514997831991,1.39794000867204,1.44715803134222,1.46239799789896,0,0,0,1.61278385671974,1.47712125471966,0,1.66275783168157,0,1.51851393987789,1.63346845557959,1.7160033436348,1.65321251377534,0,1.39794000867204,1.57978359661681,1.38021124171161,1.30102999566398,0,0,0,1.53147891704226
gene  50,0,3.02530586526477,0,3.20139712432045,0,0,3.23401081758718,3.05076631123304,3.16731733474818,2.96661098668193,0,0,3.14395111642396,2.99956548822598,0,3.02978947083186,0,3.13672056715641,3.12580645813953,0,0,0,2.93348728784871,2.87966920563205,3.07188200730613,0,3.26126286879249,0,0,3.10174707394637,0,0,3.31722734917642,3.16524432612531,3.02325245963371,0,0,0,0,3.39585037601878,0,0,0,3.02612451674545,0,0,2.98317507203781,3.28443073384452,0,3.09725730969342,3.08386080086657,2.9216864754836,3.17811325231463,3.25671774597749,3.01494034979294,2.87563993700417,3.16435285578444,3.1296898921993,3.3023309286844,2.98677173426624,0,2.75050839485135,2.92941892571429,2.98632377705077,2.96284268120124,3.14176323027579,3.04336227802113,3.05499586152914,0,0,3.15956719323362,3.15745676813423,2.98407703390283,3.05918461763137,3.07040732174012,0,2.94448267215017,0,3.00817418400643,0,3.11793383503964,3.03742649794062,3.16849748352303,0,3.07591176148278,0,0,2.8926510338773,0,0,3.1646502159343,3.16643011384328,0,3.18184358794477,0,0,3.18298496700358,3.20493352235414,3.0565237240791,0
